Track Name,Artist,Genres,Energy,Acousticness,Danceability,Valence,Loudness,Instrumentalness,Speechiness,Liveness,Tempo
Doos Dronk,Die Antwoord,"african rock,south african alternative,south african hip hop",0.782,0.229,0.814,0.635,-4.65,0,0.199,0.447,109.962
$O$,Die Antwoord,"african rock,south african alternative,south african hip hop",0.689,0.255,0.649,0.515,-10.511,0.928,0.0323,0.103,130.02
Never Le Nkemise,Die Antwoord,"african rock,south african alternative,south african hip hop",0.768,0.0228,0.324,0.107,-5.565,0,0.121,0.13,148.748
I Fink U Freeky,Die Antwoord,"african rock,south african alternative,south african hip hop",0.753,0.022,0.847,0.481,-6.499,1.57e-05,0.222,0.628,129.973
Pielie - Skit,Die Antwoord,"african rock,south african alternative,south african hip hop",0.471,0.68,0,0,-19.416,0,0,0.206,0
Hey Sexy,Die Antwoord,"african rock,south african alternative,south african hip hop",0.854,0.0548,0.504,0.537,-4.587,0,0.395,0.136,174.377
Fatty Boom Boom,Die Antwoord,"african rock,south african alternative,south african hip hop",0.853,0.128,0.835,0.696,-4.945,2.31e-05,0.218,0.158,93.874
Zefside Zol - Interlude,Die Antwoord,"african rock,south african alternative,south african hip hop",0.668,0.208,0.858,0.524,-8.381,0.0741,0.0656,0.353,101.009
So What? - Interlude,Die Antwoord,"african rock,south african alternative,south african hip hop",0.718,0.245,0.771,0.784,-5.511,0,0.282,0.198,89.908
Uncle Jimmy - Skit,Die Antwoord,"african rock,south african alternative,south african hip hop",0.442,0.593,0.718,0.505,-20.382,1.85e-05,0.929,0.19,73.171
Baby's On Fire,Die Antwoord,"african rock,south african alternative,south african hip hop",0.852,0.0579,0.832,0.723,-4.35,0.00193,0.0927,0.157,130.002
U Make A Ninja Wanna Fuck,Die Antwoord,"african rock,south african alternative,south african hip hop",0.667,0.0192,0.82,0.425,-8.064,0.00405,0.226,0.0834,146.051
Fok Julie Naaiers,Die Antwoord,"african rock,south african alternative,south african hip hop",0.597,0.0847,0.636,0.613,-5.758,8.22e-06,0.469,0.224,80.915
DJ Hi-Tek Rulez,Die Antwoord,"african rock,south african alternative,south african hip hop",0.809,0.101,0.841,0.215,-7.471,0,0.732,0.329,94.994
Never Le Nkemise - With Yo-Landi Vi$$er Vocal,Die Antwoord,"african rock,south african alternative,south african hip hop",0.764,0.222,0.426,0.137,-6.562,0.00169,0.283,0.0819,74.002
Dont Fuk Me,Die Antwoord,"african rock,south african alternative,south african hip hop",0.324,0.645,0.816,0.231,-17.24,0,0.821,0.108,99.908
Ugly Boy,Die Antwoord,"african rock,south african alternative,south african hip hop",0.669,0.0147,0.822,0.602,-5.358,0,0.182,0.188,102.035
Happy Go Sucky Fucky,Die Antwoord,"african rock,south african alternative,south african hip hop",0.826,0.0446,0.631,0.553,-7.8,0.000226,0.438,0.728,149.93
Zars,Die Antwoord,"african rock,south african alternative,south african hip hop",0.604,0.395,0.578,0.358,-10.532,2.49e-05,0.509,0.193,168.757
Raging Zef Boner,Die Antwoord,"african rock,south african alternative,south african hip hop",0.706,0.24,0.91,0.812,-6.227,0,0.336,0.213,93.972
Pompie,Die Antwoord,"african rock,south african alternative,south african hip hop",0.409,0.888,0.674,0.378,-15.434,5.35e-06,0.942,0.636,95.468
Cookie Thumper!,Die Antwoord,"african rock,south african alternative,south african hip hop",0.795,0.0891,0.784,0.504,-4.159,0,0.225,0.326,133.938
Girl I Want 2 Eat U,Die Antwoord,"african rock,south african alternative,south african hip hop",0.845,0.0123,0.634,0.547,-4.284,0,0.292,0.126,187.978
Pitbull Terrier,Die Antwoord,"african rock,south african alternative,south african hip hop",0.632,0.00394,0.707,0.369,-6.743,0.0244,0.0381,0.536,123.97
Strunk,Die Antwoord,"african rock,south african alternative,south african hip hop",0.402,0.186,0.495,0.353,-8.616,1.66e-06,0.0382,0.19,165.901
Do Not Fuk Wif Da Kid,Die Antwoord,"african rock,south african alternative,south african hip hop",0.703,0.804,0.493,0.244,-17.791,0.000144,0.657,0.511,101.758
Rat Trap 666,Noir,,0.496,0.00268,0.427,0.0806,-5.407,1.31e-05,0.159,0.407,75.564
I Dont Dwank,Die Antwoord,"african rock,south african alternative,south african hip hop",0.54,0.245,0.716,0.817,-5.903,0,0.774,0.425,124.137
Sex,Die Antwoord,"african rock,south african alternative,south african hip hop",0.813,0.00494,0.674,0.232,-7.531,0.0815,0.0468,0.105,127.978
Moon Love,Die Antwoord,"african rock,south african alternative,south african hip hop",0.335,0.133,0.269,0.215,-9.959,0.179,0.0549,0.0512,188.212
Donker Mag,Die Antwoord,"african rock,south african alternative,south african hip hop",0.51,0.0362,0.211,0.134,-11.069,0.739,0.0562,0.139,99.279
DANCE WIF DA DEVIL,Die Antwoord,"african rock,south african alternative,south african hip hop",0.542,0.8,0.588,0.145,-13.104,0,0.798,0.0933,84.7
BUM BUM,Die Antwoord,"african rock,south african alternative,south african hip hop",0.464,0.234,0.637,0.561,-7.527,0,0.53,0.123,149.481
GUCCI COOCHIE,Die Antwoord,"african rock,south african alternative,south african hip hop",0.796,0.00965,0.826,0.468,-7.583,2.15e-06,0.164,0.197,129.996
WHERE'S MY FUKN CUP CAKE?,Die Antwoord,"african rock,south african alternative,south african hip hop",0.548,0.838,0.581,0.745,-7.453,1.45e-06,0.655,0.373,95.377
DAZED & CONFUSED,Die Antwoord,"african rock,south african alternative,south african hip hop",0.679,0.0247,0.781,0.39,-7.191,0.00661,0.154,0.352,98.047
SIEMBAMBA,Die Antwoord,"african rock,south african alternative,south african hip hop",0.351,0.924,0.436,0.14,-15.72,8.93e-05,0.124,0.594,88.314
PITBULL TERRIER - God's Berzerker Trap Remix,Die Antwoord,"african rock,south african alternative,south african hip hop",0.939,0.0377,0.66,0.582,-5.943,0.269,0.145,0.231,123.955
I FINK YOU FREEKY - God's Death Trap Remix,Die Antwoord,"african rock,south african alternative,south african hip hop",0.75,0.0819,0.676,0.935,-5.324,2.74e-05,0.175,0.08,139.943
WE WANT CANDY,Die Antwoord,"african rock,south african alternative,south african hip hop",0.604,0.000521,0.672,0.284,-10.081,0.00334,0.259,0.323,126.024
FOK JULLE NAAIERS - God's Wicked Jungle Remix,Die Antwoord,"african rock,south african alternative,south african hip hop",0.877,0.0147,0.682,0.528,-7.555,0.000776,0.36,0.609,160.15
I DON'T CARE,Die Antwoord,"african rock,south african alternative,south african hip hop",0.81,0.00129,0.515,0.209,-8.109,0.152,0.24,0.628,152.993
JAN PIEREWIET,Die Antwoord,"african rock,south african alternative,south african hip hop",0.449,0.889,0.451,0.482,-13.749,8.57e-05,0.339,0.283,87.239
ENTER DA NINJA - The Black Goat Decapitator Remix,Die Antwoord,"african rock,south african alternative,south african hip hop",0.873,0.0852,0.577,0.195,-6.116,0.00055,0.434,0.348,151.886
The Ballad of Mona Lisa,Panic! At The Disco,modern rock,0.893,0.000362,0.436,0.0794,-4.18,0,0.0556,0.103,124.113
Let's Kill Tonight,Panic! At The Disco,modern rock,0.867,0.00428,0.455,0.29,-3.445,5.01e-05,0.151,0.0998,185.977
Hurricane,Panic! At The Disco,modern rock,0.869,0.00393,0.515,0.336,-4.381,0,0.109,0.434,122.748
Memories,Panic! At The Disco,modern rock,0.958,0.000473,0.489,0.427,-2.731,0,0.05,0.401,132.975
Trade Mistakes,Panic! At The Disco,modern rock,0.803,0.000169,0.467,0.18,-3.282,6.8e-06,0.0467,0.123,129.995
Ready to Go (Get Me Out of My Mind),Panic! At The Disco,modern rock,0.922,0.000463,0.57,0.32,-5.433,0.000188,0.0424,0.363,135.01
Always,Panic! At The Disco,modern rock,0.499,0.665,0.408,0.554,-7.651,0,0.0323,0.11,88.968
The Calendar,Panic! At The Disco,modern rock,0.701,0.00546,0.305,0.333,-5.67,1.06e-06,0.0494,0.182,75.588
Sarah Smiles,Panic! At The Disco,modern rock,0.837,0.000324,0.332,0.551,-3.437,0,0.038,0.164,171.341
Far Too Young to Die,Panic! At The Disco,modern rock,0.756,0.00217,0.676,0.543,-6.528,3.08e-05,0.0446,0.104,126.98
The End of All Things,Panic! At The Disco,modern rock,0.233,0.827,0.21,0.095,-11.636,0.0039,0.0287,0.129,88.679
Victorious,Panic! At The Disco,modern rock,0.865,0.00205,0.57,0.691,-4.518,0,0.0472,0.404,110.01
Don't Threaten Me with a Good Time,Panic! At The Disco,modern rock,0.895,0.0154,0.559,0.59,-4.476,0,0.0832,0.175,183.825
Hallelujah,Panic! At The Disco,modern rock,0.886,0.011,0.578,0.615,-4.348,0,0.0633,0.143,80.008
Emperor's New Clothes,Panic! At The Disco,modern rock,0.904,0.00302,0.562,0.651,-4.947,0,0.0807,0.0433,94.481
Death of a Bachelor,Panic! At The Disco,modern rock,0.538,0.0137,0.462,0.405,-5.527,0,0.059,0.429,139.256
Crazy = Genius,Panic! At The Disco,modern rock,0.91,0.000247,0.455,0.447,-4.464,0,0.166,0.107,114.109
LA Devotee,Panic! At The Disco,modern rock,0.848,0.00043,0.49,0.698,-5.05,8.49e-06,0.0645,0.0665,175.998
Golden Days,Panic! At The Disco,modern rock,0.708,0.00329,0.556,0.206,-5.708,0,0.039,0.329,128.006
House of Memories,Panic! At The Disco,modern rock,0.817,0.00272,0.506,0.506,-5.051,0,0.0335,0.0486,109.952
Ode to Sleep,Twenty One Pilots,"modern rock,rock",0.76,0.00891,0.446,0.512,-3.608,0.000108,0.0453,0.232,150.033
Migraine,Twenty One Pilots,"modern rock,rock",0.678,0.11,0.69,0.409,-6.52,0,0.154,0.246,173.995
House of Gold,Twenty One Pilots,"modern rock,rock",0.693,0.445,0.68,0.851,-7.234,0,0.0435,0.208,114.948
Car Radio,Twenty One Pilots,"modern rock,rock",0.519,0.098,0.766,0.612,-7.355,0,0.0366,0.0855,129.972
Semi-Automatic,Twenty One Pilots,"modern rock,rock",0.716,0.0489,0.78,0.362,-4.551,5.92e-06,0.0439,0.0704,105.017
Screen,Twenty One Pilots,"modern rock,rock",0.714,0.0963,0.718,0.84,-5.699,0,0.0622,0.141,149.949
The Run and Go,Twenty One Pilots,"modern rock,rock",0.318,0.0437,0.798,0.425,-6.849,0,0.0431,0.158,92.49
Fake You Out,Twenty One Pilots,"modern rock,rock",0.608,0.248,0.84,0.727,-6.176,1.25e-06,0.0458,0.0874,115.012
Guns for Hands,Twenty One Pilots,"modern rock,rock",0.858,0.00694,0.684,0.518,-4.266,0.000167,0.0342,0.0828,129.963
Trees,Twenty One Pilots,"modern rock,rock",0.833,0.00359,0.584,0.324,-5.9,3.44e-05,0.041,0.169,140.013
Truce,Twenty One Pilots,"modern rock,rock",0.0231,0.994,0.537,0.342,-14.407,0.0471,0.0475,0.146,120.322
Glowing Eyes - Bonus Track,Twenty One Pilots,"modern rock,rock",0.594,0.325,0.582,0.803,-7.254,0,0.0502,0.0952,169.949
Kitchen Sink - Bonus Track,Twenty One Pilots,"modern rock,rock",0.594,0.459,0.652,0.511,-7.954,0.000442,0.0436,0.0938,120.018
Lovely - Bonus Track,Twenty One Pilots,"modern rock,rock",0.765,0.142,0.68,0.527,-6.35,0,0.0355,0.0905,119.977
Forest - Bonus Track,Twenty One Pilots,"modern rock,rock",0.66,0.386,0.694,0.559,-6.175,0,0.0463,0.0703,119.959
Implicit Demand For Proof,Twenty One Pilots,"modern rock,rock",0.262,0.635,0.495,0.287,-10.572,0.00486,0.0292,0.104,159.986
Fall Away,Twenty One Pilots,"modern rock,rock",0.766,0.238,0.816,0.696,-5.176,0.0127,0.0565,0.0893,120.011
The Pantaloon,Twenty One Pilots,"modern rock,rock",0.636,0.158,0.733,0.591,-6.693,0,0.0299,0.32,99.996
Addict With A Pen,Twenty One Pilots,"modern rock,rock",0.787,0.149,0.553,0.298,-7.827,3.25e-05,0.0931,0.102,139.841
"Friend, Please",Twenty One Pilots,"modern rock,rock",0.517,0.391,0.228,0.204,-9.167,0,0.0401,0.29,109.83
March To The Sea,Twenty One Pilots,"modern rock,rock",0.496,0.473,0.693,0.149,-10.146,1.14e-05,0.0444,0.0738,124.959
Johnny Boy,Twenty One Pilots,"modern rock,rock",0.841,0.00525,0.561,0.356,-4.311,4.53e-05,0.0515,0.24,114.943
Oh Ms Believer,Twenty One Pilots,"modern rock,rock",0.328,0.612,0.501,0.263,-8.329,0,0.0255,0.15,73.326
Air Catcher,Twenty One Pilots,"modern rock,rock",0.436,0.0731,0.519,0.133,-8.064,0,0.0285,0.107,109.962
Trapdoor,Twenty One Pilots,"modern rock,rock",0.625,0.149,0.55,0.317,-8.213,0,0.0399,0.161,149.927
"A Car, A Torch, A Death",Twenty One Pilots,"modern rock,rock",0.732,0.147,0.618,0.444,-4.609,9.23e-06,0.0724,0.0925,140.086
Taxi Cab,Twenty One Pilots,"modern rock,rock",0.572,0.166,0.567,0.205,-7.694,0,0.0318,0.103,138.062
Before You Start Your Day,Twenty One Pilots,"modern rock,rock",0.135,0.976,0.363,0.195,-11.166,0.000265,0.0295,0.107,98.45
Isle Of Flightless Birds,Twenty One Pilots,"modern rock,rock",0.421,0.103,0.753,0.134,-6.988,4.03e-05,0.0551,0.139,140.031
The Judge,Twenty One Pilots,"modern rock,rock",0.797,0.177,0.423,0.592,-4.659,0,0.124,0.137,82.617
Heavydirtysoul,Twenty One Pilots,"modern rock,rock",0.873,0.00397,0.613,0.392,-6.376,0.00111,0.0449,0.367,129.989
Stressed Out,Twenty One Pilots,"modern rock,rock",0.637,0.0462,0.734,0.648,-5.677,2.29e-05,0.141,0.0602,169.977
Ride,Twenty One Pilots,"modern rock,rock",0.713,0.00835,0.645,0.566,-5.355,0,0.0393,0.113,74.989
Fairly Local,Twenty One Pilots,"modern rock,rock",0.723,0.0396,0.715,0.479,-5.993,8.57e-05,0.0569,0.084,114.985
Tear in My Heart,Twenty One Pilots,"modern rock,rock",0.632,0.0189,0.655,0.447,-4.802,0,0.0489,0.0722,120.113
Lane Boy,Twenty One Pilots,"modern rock,rock",0.811,0.0573,0.616,0.913,-4.804,1.57e-05,0.0626,0.0566,159.929
Doubt,Twenty One Pilots,"modern rock,rock",0.645,0.121,0.719,0.69,-6.141,0.00316,0.0358,0.362,123.02
Polarize,Twenty One Pilots,"modern rock,rock",0.666,0.122,0.597,0.626,-6.365,0.00302,0.0418,0.1,164.992
We Don't Believe What's on TV,Twenty One Pilots,"modern rock,rock",0.936,0.23,0.547,0.642,-4.023,3.04e-06,0.102,0.172,120.003
Message Man,Twenty One Pilots,"modern rock,rock",0.838,0.0897,0.715,0.497,-6.077,0,0.118,0.15,120.007
Hometown,Twenty One Pilots,"modern rock,rock",0.753,0.0577,0.683,0.389,-5.564,0.00208,0.0317,0.357,120.03
Not Today,Twenty One Pilots,"modern rock,rock",0.706,0.0605,0.77,0.527,-4.705,0.00182,0.0302,0.0985,115.011
Goner,Twenty One Pilots,"modern rock,rock",0.437,0.194,0.565,0.217,-7.68,7.14e-06,0.0403,0.0656,96.132
Heathens,Twenty One Pilots,"modern rock,rock",0.396,0.0841,0.732,0.548,-9.348,3.58e-05,0.0286,0.105,90.024
Glass in the park,Alex Turner,"modern rock,rock,sheffield indie",0.19,0.903,0.553,0.299,-14.961,0.000227,0.0298,0.0993,100.002
Hiding tonight,Alex Turner,"modern rock,rock,sheffield indie",0.122,0.915,0.543,0.282,-18.863,0,0.0337,0.373,99.835
Piledriver waltz,Alex Turner,"modern rock,rock,sheffield indie",0.748,0.119,0.533,0.343,-7.861,0.612,0.0285,0.316,105.921
It's hard to get around the wind,Alex Turner,"modern rock,rock,sheffield indie",0.244,0.87,0.436,0.359,-19.096,0.000371,0.0339,0.102,145.42
Stuck on the puzzle,Alex Turner,"modern rock,rock,sheffield indie",0.682,0.0792,0.58,0.774,-8.523,0.0316,0.0332,0.161,77.53
The King's Speech,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.186,0.977,0.33,0.125,-17.263,0.921,0.0344,0.109,117.603
Girl With A Pearl Earring,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.278,0.896,0.306,0.169,-11.546,0.891,0.0332,0.099,87.489
Love Etc,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.135,0.888,0.0863,0.0395,-15.012,0.892,0.0421,0.114,83.592
Le plus bel âge,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.246,0.963,0.316,0.226,-16.077,0.881,0.033,0.107,95.519
Un héro très discret,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.406,0.747,0.447,0.35,-10.335,0.933,0.0438,0.115,99.092
The Ghost Writer,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.329,0.795,0.688,0.595,-13.229,0.773,0.038,0.132,99.004
The Tree Of Life,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.116,0.875,0.147,0.135,-18.071,0.902,0.0387,0.109,61.756
Un prophète,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.136,0.774,0.261,0.038,-14.351,0.762,0.0314,0.117,92.155
Extremely Loud and Incredibly Close,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.196,0.949,0.409,0.179,-15.353,0.906,0.0345,0.117,106.767
"Lust, Caution",Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.174,0.875,0.125,0.102,-16.18,0.857,0.0376,0.105,69.288
Chéri,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.194,0.884,0.338,0.148,-13.165,0.719,0.0362,0.0948,124.596
Sur mes lèvres,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.214,0.786,0.189,0.0362,-12.803,0.779,0.0373,0.0625,87.116
Coco avant Chanel,Alexandre Desplat,"french soundtrack,orchestral soundtrack,soundtrack",0.206,0.933,0.163,0.0738,-12.083,0.929,0.0435,0.077,176.294
Si Somos Americanos,Rolando Alarcon,nueva cancion,0.773,0.426,0.731,0.71,-4.317,0.000144,0.0323,0.22,141.871
Doña Javiera Carrera,Rolando Alarcon,nueva cancion,0.714,0.839,0.574,0.861,-3.955,0,0.0637,0.218,111.227
Mi Abuela Bailo Sirilla,Rolando Alarcon,nueva cancion,0.729,0.802,0.797,0.572,-6.0,0,0.0347,0.173,122.356
Mocito Que Vas Remando,Rolando Alarcon,nueva cancion,0.473,0.751,0.731,0.308,-5.964,0,0.0435,0.0999,143.445
Copla de los Numeros,Rolando Alarcon,nueva cancion,0.678,0.8,0.792,0.892,-6.292,0,0.0325,0.154,114.38
En el Portal,Rolando Alarcon,nueva cancion,0.603,0.777,0.548,0.864,-6.313,0,0.0336,0.15,102.543
Quien Fuera Como el Gallo,Rolando Alarcon,nueva cancion,0.835,0.666,0.8,0.868,-4.114,0,0.0505,0.0892,120.902
Mocosita,Rolando Alarcon,nueva cancion,0.442,0.895,0.713,0.8,-8.026,1.74e-05,0.0324,0.0881,129.483
El Aguila y la Paloma,Rolando Alarcon,nueva cancion,0.83,0.799,0.621,0.473,-3.503,0,0.0822,0.151,76.27
En las Salitreras,Rolando Alarcon,nueva cancion,0.469,0.908,0.729,0.601,-5.506,0.0017,0.0328,0.238,132.12
La Celada,Rolando Alarcon,nueva cancion,0.801,0.661,0.824,0.766,-4.067,2.43e-06,0.188,0.102,144.736
El Llanto de la Sirena,Rolando Alarcon,nueva cancion,0.297,0.876,0.651,0.313,-6.787,0,0.0484,0.141,123.687
Cancion Guajiro,Rolando Alarcon,nueva cancion,0.623,0.581,0.856,0.875,-5.332,1.36e-06,0.0366,0.216,122.195
En un Pequeño Mundo,Rolando Alarcon,nueva cancion,0.228,0.906,0.623,0.201,-9.21,2.14e-06,0.0531,0.11,109.189
Cancion de Cuna Negra,Rolando Alarcon,nueva cancion,0.179,0.916,0.709,0.517,-9.463,1.12e-06,0.0314,0.107,106.169
Cancion de la Noche,Rolando Alarcon,nueva cancion,0.325,0.848,0.745,0.63,-6.37,0,0.028,0.093,107.316
En el Patio de la Escuela,Rolando Alarcon,nueva cancion,0.714,0.489,0.812,0.937,-4.027,0,0.0698,0.0372,115.171
Yo Defiendo Mi Tierra,Rolando Alarcon,nueva cancion,0.59,0.59,0.599,0.366,-3.562,1.79e-05,0.0496,0.0831,140.377
El Arbol de la Noche,Rolando Alarcon,nueva cancion,0.375,0.873,0.561,0.213,-5.991,0,0.0481,0.102,90.998
The Prince Of Egypt (When You Believe) - The Prince Of Egypt/Soundtrack Version,Mariah Carey,"dance pop,urban contemporary",0.319,0.512,0.347,0.0958,-11.445,0,0.0337,0.103,125.216
Deliver Us - The Prince Of Egypt/Soundtrack Version,Ofra Haza,"classic israeli pop,israeli singer-songwriter,mizrahi,world",0.185,0.725,0.236,0.106,-16.672,0.00612,0.0393,0.135,74.331
The Reprimand - The Prince Of Egypt/Soundtrack Version,Various Artists,,0.128,0.694,0.192,0.054,-22.925,0.353,0.0394,0.0811,95.167
Following Tzipporah - The Prince Of Egypt/Soundtrack Version,Various Artists,,0.0595,0.893,0.328,0.216,-30.495,0.975,0.0365,0.118,115.859
All I Ever Wanted (with Queen's Reprise) - The Prince Of Egypt/Soundtrack Version,Amick Byram,,0.242,0.692,0.272,0.146,-16.21,0.000809,0.0362,0.437,92.368
Goodbye Brother - The Prince Of Egypt/Soundtrack Version,Ofra Haza,"classic israeli pop,israeli singer-songwriter,mizrahi,world",0.14,0.612,0.0773,0.043,-22.043,0.833,0.0428,0.162,80.532
Through Heaven's Eyes - The Prince Of Egypt/Soundtrack Version,Brian Stokes Mitchell,"broadway,show tunes",0.442,0.714,0.344,0.494,-15.056,1.32e-06,0.0716,0.57,102.424
The Burning Bush - The Prince Of Egypt/Soundtrack Version,Various Artists,,0.0517,0.848,0.0616,0.0363,-24.074,0.896,0.0438,0.11,63.291
Playing With The Big Boys - The Prince Of Egypt/Soundtrack Version,Steve Martin,"bluegrass,clean comedy,comedy,comic,progressive bluegrass",0.346,0.635,0.428,0.176,-16.517,0,0.0927,0.243,125.155
Cry - The Prince Of Egypt/Soundtrack Version,Ofra Haza,"classic israeli pop,israeli singer-songwriter,mizrahi,world",0.0185,0.829,0.17,0.0368,-30.724,0.913,0.0461,0.14,124.511
Rally - The Prince Of Egypt/Soundtrack Version,Various Artists,,0.0368,0.899,0.227,0.0389,-33.427,0.984,0.041,0.337,68.055
The Plagues - The Prince Of Egypt/Soundtrack Version,Ralph Fiennes,hollywood,0.422,0.732,0.457,0.221,-14.048,0,0.0466,0.0954,115.476
Death Of The First Born - The Prince Of Egypt/Soundtrack Version,Various Artists,,0.0261,0.784,0.0817,0.0965,-33.279,0.9,0.0417,0.111,171.733
When You Believe - The Prince Of Egypt/Soundtrack Version,Michelle Pfeiffer,hollywood,0.131,0.872,0.155,0.19,-18.329,0,0.045,0.18,79.886
Red Sea - The Prince Of Egypt/Soundtrack Version,Various Artists,,0.193,0.747,0.0781,0.0398,-19.991,0.858,0.04,0.123,77.826
Through Heaven's Eyes - The Prince Of Egypt/Soundtrack Version,K-Ci & JoJo,"contemporary r&b,dance pop,hip pop,r&b,urban contemporary",0.46,0.00839,0.514,0.222,-12.264,0,0.0409,0.175,140.161
River Lullaby - The Prince Of Egypt/Soundtrack Version,Amy Grant,"adult standards,christian music",0.212,0.583,0.534,0.141,-16.47,0,0.0317,0.0634,113.06
Humanity - The Prince Of Egypt/Soundtrack Version,Various Artists,,0.532,0.0112,0.534,0.42,-10.685,0,0.036,0.0802,74.471
I Will Get There - A Cappella,Boyz II Men,"boy band,contemporary r&b,new jack swing,r&b,urban contemporary",0.272,0.823,0.546,0.506,-13.686,0,0.0282,0.0918,109.896
Baracunátana,Aterciopelados,"colombian rock,latin alternative,latin pop,latin rock,pop rock,rock en espanol",0.897,0.138,0.679,0.295,-6.129,0,0.294,0.743,91.505
El Estuche,Aterciopelados,"colombian rock,latin alternative,latin pop,latin rock,pop rock,rock en espanol",0.859,0.0809,0.699,0.93,-5.999,0,0.088,0.367,99.509
El Álbum,Aterciopelados,"colombian rock,latin alternative,latin pop,latin rock,pop rock,rock en espanol",0.819,0.512,0.679,0.76,-6.172,1.31e-06,0.056,0.328,96.007
Rompecabezas,Aterciopelados,"colombian rock,latin alternative,latin pop,latin rock,pop rock,rock en espanol",0.829,0.223,0.625,0.48,-7.17,0.000851,0.295,0.883,154.098
Soy la Semilla Nativa,Aterciopelados,"colombian rock,latin alternative,latin pop,latin rock,pop rock,rock en espanol",0.831,0.425,0.668,0.341,-6.074,4.7e-05,0.0462,0.669,107.947
Yo,Aterciopelados,"colombian rock,latin alternative,latin pop,latin rock,pop rock,rock en espanol",0.686,0.124,0.732,0.678,-8.52,1.06e-05,0.071,0.761,90.061
Re,Aterciopelados,"colombian rock,latin alternative,latin pop,latin rock,pop rock,rock en espanol",0.75,0.478,0.749,0.715,-8.857,9.72e-06,0.11,0.966,122.983
Maligno (feat. León Larregui),Aterciopelados,"colombian rock,latin alternative,latin pop,latin rock,pop rock,rock en espanol",0.589,0.503,0.465,0.498,-7.386,2.92e-05,0.0747,0.71,93.341
Bolero Falaz,Aterciopelados,"colombian rock,latin alternative,latin pop,latin rock,pop rock,rock en espanol",0.779,0.049,0.633,0.388,-6.659,0.000219,0.0386,0.94,111.975
Luz Azul (feat. Macaco),Aterciopelados,"colombian rock,latin alternative,latin pop,latin rock,pop rock,rock en espanol",0.879,0.37,0.599,0.723,-6.741,5.78e-05,0.0909,0.758,145.02
Florecita Rockera (feat. Goyo & Catalina García Barahona),Aterciopelados,"colombian rock,latin alternative,latin pop,latin rock,pop rock,rock en espanol",0.75,0.141,0.602,0.539,-6.646,3.83e-06,0.0908,0.84,154.963
Hasta la Raíz,Natalia Lafourcade,"latin alternative,mexican pop,rock en espanol,veracruz indie",0.643,0.201,0.585,0.592,-8.392,0.000306,0.0395,0.144,152.98
Mi Lugar Favorito,Natalia Lafourcade,"latin alternative,mexican pop,rock en espanol,veracruz indie",0.709,0.198,0.658,0.823,-7.965,0.0048,0.0365,0.174,159.01
Antes de Huir,Natalia Lafourcade,"latin alternative,mexican pop,rock en espanol,veracruz indie",0.422,0.725,0.596,0.642,-9.457,1.5e-06,0.0307,0.111,179.965
Ya No Te Puedo Querer,Natalia Lafourcade,"latin alternative,mexican pop,rock en espanol,veracruz indie",0.483,0.306,0.685,0.497,-8.55,0.00833,0.0291,0.105,124.933
Para Qué Sufrir,Natalia Lafourcade,"latin alternative,mexican pop,rock en espanol,veracruz indie",0.24,0.928,0.684,0.262,-13.391,2.86e-05,0.0372,0.105,117.005
Nunca Es Suficiente,Natalia Lafourcade,"latin alternative,mexican pop,rock en espanol,veracruz indie",0.61,0.511,0.699,0.846,-9.308,2.31e-06,0.0541,0.127,178.112
Palomas Blancas,Natalia Lafourcade,"latin alternative,mexican pop,rock en espanol,veracruz indie",0.442,0.287,0.454,0.219,-8.377,0.021,0.0291,0.151,138.803
Te Quiero Ver,Natalia Lafourcade,"latin alternative,mexican pop,rock en espanol,veracruz indie",0.565,0.588,0.781,0.917,-8.087,0.00572,0.0332,0.112,133.982
Vámonos Negrito,Natalia Lafourcade,"latin alternative,mexican pop,rock en espanol,veracruz indie",0.578,0.694,0.559,0.538,-9.155,0,0.0364,0.143,99.957
Lo Que Construimos,Natalia Lafourcade,"latin alternative,mexican pop,rock en espanol,veracruz indie",0.287,0.769,0.667,0.545,-9.718,3.61e-06,0.0334,0.106,127.981
Estoy Lista,Natalia Lafourcade,"latin alternative,mexican pop,rock en espanol,veracruz indie",0.364,0.549,0.403,0.149,-8.544,0.000589,0.0269,0.165,77.757
No Más Llorar,Natalia Lafourcade,"latin alternative,mexican pop,rock en espanol,veracruz indie",0.426,0.671,0.616,0.255,-12.022,0.0609,0.0259,0.103,99.975
Partir de Mí,Natalia Lafourcade,"latin alternative,mexican pop,rock en espanol,veracruz indie",0.298,0.839,0.542,0.285,-9.545,1.43e-06,0.0272,0.113,149.775
