Track Name,Artist,Genres,Energy,Acousticness,Danceability,Valence,Loudness,Instrumentalness,Speechiness,Liveness,Tempo
Visite nuestro bar - 2015 Remaster,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.949,0.0864,0.651,0.964,-4.384,0.126,0.0737,0.255,77.669
Indiana - Remaster 2015,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.965,0.00339,0.531,0.839,-4.008,0.00242,0.0551,0.2,166.978
Un par de palabras - Remaster 2015,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.702,0.304,0.45,0.475,-4.637,0.00764,0.0273,0.0993,168.759
Marta tiene un marcapasos - 2015 Remaster,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.942,0.00221,0.602,0.636,-3.404,0.00417,0.0464,0.11,102.192
El ataque de las chicas cocodrilo - Remaster 2015,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.854,0.0321,0.712,0.728,-5.144,0.000952,0.0427,0.0715,119.562
Una mujer de bandera - Remaster 2015,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.729,0.0463,0.702,0.776,-5.094,0.00437,0.0373,0.0754,138.088
Temblando - Remaster 2015,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.332,0.809,0.388,0.22,-6.619,1.56e-05,0.0335,0.142,174.976
Suéltate el pelo - Remaster 2015,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.945,0.271,0.454,0.913,-3.71,0.00408,0.0542,0.318,170.046
Te necesito - Remaster 2015,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.467,0.785,0.61,0.126,-7.064,0.00463,0.0265,0.248,85.117
Esta es tu vida - Remaster 2015,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.918,0.0524,0.402,0.227,-3.427,0.0182,0.0468,0.343,100.186
Rita - Remaster 2015,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.951,0.208,0.617,0.965,-3.514,0.000392,0.0378,0.152,143.112
Un minuto nada más - Remaster 2015,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.822,0.0925,0.564,0.96,-4.959,0.000414,0.0305,0.237,124.502
Lo noto - Remaster 2015,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.655,0.00944,0.715,0.433,-5.737,0.000177,0.0344,0.0861,111.0
Te vi - Remaster 2015,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.819,0.0406,0.563,0.731,-4.356,0.00222,0.031,0.184,111.986
Por qué no ser amigos (feat. Dani Martín) - Remaster 2015,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.943,7.29e-05,0.288,0.531,-3.311,4.47e-05,0.0553,0.37,169.965
Qué soy yo para ti - Remaster 2015,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.721,0.000984,0.454,0.242,-3.368,1.21e-05,0.0298,0.308,92.079
Me siento bien - Remaster 2015,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.869,0.159,0.681,0.685,-4.346,0.000136,0.0301,0.0969,111.998
Separados (feat. Bebe) - Remaster 2015,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.685,0.0795,0.251,0.253,-5.09,0.000427,0.0313,0.0873,82.846
Depende de ti,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.82,0.115,0.597,0.749,-2.047,0.000276,0.0313,0.333,113.937
Un millón de años más - Remaster 2015,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.912,0.00408,0.518,0.493,-2.153,0.000368,0.034,0.113,129.876
Voy a pasármelo bien - Maqueta,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.792,0.228,0.668,0.61,-7.879,0.0499,0.0427,0.166,145.035
Tú me gustas - Maqueta,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.758,0.0313,0.619,0.81,-8.051,0.00721,0.0367,0.115,146.018
Aprender a caer - Maqueta,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.343,0.735,0.67,0.164,-11.658,0.152,0.0353,0.11,136.877
Te vi - Maqueta,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.381,0.454,0.744,0.626,-11.749,0.235,0.0269,0.0625,105.024
No puedo apartar mis manos de ti - Maqueta,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.819,0.0014,0.47,0.554,-3.245,0.000108,0.047,0.0481,140.03
El último tren,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.694,0.116,0.612,0.388,-7.871,0.15,0.0382,0.245,145.893
Vivir dentro,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.286,0.869,0.499,0.401,-12.085,0.00479,0.0476,0.164,140.57
No grites mi nombre,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.806,0.389,0.512,0.355,-6.152,0.554,0.0365,0.0914,136.965
Ella es (a veces) una mujer para mi - Maqueta inédita,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.59,0.051,0.679,0.298,-7.334,1.49e-06,0.0298,0.123,132.052
Lo mejor que puedo hacer,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.586,0.246,0.713,0.426,-7.098,6.59e-05,0.0305,0.0596,104.962
Si tu te vas,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.863,0.00216,0.602,0.681,-5.825,1.1e-05,0.0291,0.136,140.949
Solo soy yo,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.634,0.0835,0.748,0.898,-7.25,9.06e-05,0.0394,0.137,131.036
Vuelvo a estar de pie,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.657,0.112,0.604,0.764,-8.315,0.00369,0.0284,0.215,137.984
Venezia - 2015 Remaster,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.9,0.32,0.566,0.568,-3.277,0.00292,0.119,0.0466,168.54
Te quiero - Remaster 2015,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.748,0.00449,0.658,0.628,-4.286,0.00133,0.0404,0.0924,112.333
Si no te tengo a ti - Remaster 2015,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.536,0.619,0.796,0.284,-8.437,0.128,0.0391,0.111,128.039
Voy a pasármelo bien - 2015 Remaster,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.866,0.0186,0.633,0.851,-3.762,4.41e-05,0.0428,0.0448,147.963
Chico tienes que cuidarte - Remaster 2015,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.855,0.0822,0.678,0.882,-4.518,3.52e-06,0.0333,0.043,104.075
La primavera - Remaster 2015,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.661,0.328,0.582,0.599,-6.617,3.33e-05,0.0264,0.0626,133.977
No te escaparás - Remaster 2015,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.908,0.00428,0.526,0.729,-4.092,0.255,0.0472,0.109,148.07
Hombre real - Remaster 2015,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.903,0.0012,0.523,0.796,-4.814,0.0674,0.0486,0.0963,148.006
Por una vez - 2015 Remaster,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.898,0.0183,0.557,0.709,-3.716,0,0.0475,0.0933,106.114
Esperando un milagro - Remaster 2015,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.449,0.697,0.507,0.242,-6.402,0.00066,0.029,0.102,73.893
Tomasa me persigue,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.856,0.0116,0.572,0.764,-8.734,0.0185,0.0557,0.0961,177.792
El otro lado - Maqueta,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.679,0.025,0.728,0.528,-7.173,0.008,0.0347,0.0548,97.959
Esto es el mar - Maqueta,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.872,0.196,0.598,0.641,-6.438,0.000161,0.0285,0.0608,141.994
No te escaparás - Maqueta,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.647,0.0347,0.693,0.86,-8.571,0.00236,0.036,0.367,144.074
Nunca más - Maqueta,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.791,0.342,0.691,0.587,-8.041,1.53e-05,0.0317,0.107,152.01
Multiplicados por 9 - Maqueta,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.356,0.55,0.698,0.489,-11.915,0,0.0323,0.117,129.843
Tú,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.464,0.0951,0.719,0.386,-11.867,4.12e-06,0.0274,0.267,115.036
Para no pensar en ti,Hombres G,"latin alternative,latin pop,latin rock,mexican pop,rock en espanol,spanish rock",0.823,0.0542,0.691,0.677,-6.763,3.36e-06,0.0315,0.237,135.961
My Last Landlady,Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.441,0.746,0.69,0.419,-12.327,0,0.953,0.965,79.351
The Rhyme Maidens,Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.558,0.918,0.624,0.515,-10.804,0,0.949,0.691,168.175
Feminine Endings,Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.562,0.878,0.624,0.443,-10.388,0,0.954,0.892,80.511
The Winter Gardens,Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.513,0.855,0.724,0.722,-13.946,3.9e-06,0.953,0.704,86.256
The View from the Cheap Seats,Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.621,0.93,0.629,0.516,-9.76,0,0.948,0.711,84.283
I Will Write in Words of Fire,Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.474,0.891,0.727,0.35,-11.088,0,0.918,0.943,100.962
The Man Who Forgot Ray Bradbury,Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.541,0.909,0.62,0.364,-10.519,2.45e-06,0.956,0.898,174.45
Making a Chair,Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.623,0.912,0.716,0.547,-9.35,6.91e-06,0.908,0.826,119.601
100 Words,Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.531,0.905,0.712,0.757,-11.471,2.21e-06,0.949,0.832,99.157
Margaret Cho Introduces the Show (feat. Margaret Cho),Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.579,0.718,0.618,0.4,-8.867,0,0.917,0.963,83.793
Makin' whoopee,Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.442,0.912,0.631,0.381,-6.182,0,0.105,0.143,85.813
(Introduction to the Problem with Saints),Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.557,0.882,0.688,0.415,-10.775,0,0.902,0.197,103.629
The Problem With Saints (feat. 8 in 8),Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.618,0.802,0.603,0.764,-4.059,8.47e-05,0.0595,0.656,59.544
Ask Neil and Amanda,Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.582,0.839,0.553,0.548,-10.247,0,0.93,0.49,70.292
(Introduction to Broken Heart Stew),Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.55,0.777,0.614,0.35,-12.264,0,0.876,0.959,122.231
Broken Heart Stew (By Amanda),Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.321,0.921,0.456,0.257,-13.28,0.00016,0.177,0.664,93.317
Poem for Amanda (By Neil),Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.583,0.868,0.606,0.514,-11.73,0,0.934,0.975,91.15
Electric Blanket (A Duet) [feat. Jason Webley],Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.504,0.821,0.45,0.562,-10.538,4.87e-06,0.28,0.975,68.06
Psycho,Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.185,0.947,0.566,0.361,-15.83,4.38e-06,0.134,0.732,166.56
(Introduction to I Google You),Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.473,0.894,0.519,0.535,-14.758,8.58e-06,0.916,0.186,143.531
I Google You,Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.168,0.965,0.51,0.136,-11.462,6.39e-05,0.0577,0.678,90.329
Dear Old House,Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.176,0.93,0.598,0.297,-8.893,0,0.0394,0.697,120.725
"(Introduction to Gaga, Palmer, Madonna; a Polemic)",Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.376,0.659,0.615,0.64,-11.126,0,0.919,0.586,77.9
"Gaga, Palmer, Madonna; a Polemic",Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.449,0.808,0.65,0.745,-6.381,0,0.162,0.64,112.675
(Introduction to Judy Blume),Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.226,0.785,0.747,0.433,-20.448,0,0.922,0.333,102.022
Judy Blume,Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.264,0.821,0.438,0.14,-7.55,2.01e-05,0.0319,0.712,132.976
I Don't Care Much (feat. Lance Horne),Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.0808,0.965,0.313,0.135,-17.104,0.000647,0.0388,0.968,73.492
"(Introduction to Do You Swear to Tell the Truth, the Whole Truth & Nothing but the Truth so Help Your Black Ass)",Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.315,0.789,0.621,0.352,-11.87,0,0.93,0.371,171.976
"Do You Swear to Tell the Truth, the Whole Truth & Nothing but the Truth so Help Your Black Ass",Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.43,0.834,0.549,0.669,-6.141,0,0.0805,0.949,103.75
(Introduction to I Will Follow You into the Dark),Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.252,0.776,0.764,0.412,-15.578,0,0.944,0.162,59.495
"Look Mummy, No Hands",Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.0463,0.959,0.476,0.132,-18.966,0.000529,0.0476,0.669,132.671
Ukulele Anthem,Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.489,0.809,0.594,0.751,-5.762,0,0.0712,0.606,120.544
The Day the Saucers Came,Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.55,0.9,0.697,0.56,-10.541,0,0.898,0.831,134.196
In Relig Odhrain,Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.539,0.841,0.673,0.634,-10.914,0,0.94,0.935,88.613
Jump (For Jeremy Geidt),Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.482,0.858,0.576,0.334,-7.272,2.42e-05,0.534,0.841,131.198
Poem for Neil (By Amanda),Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.515,0.954,0.61,0.219,-13.199,2.55e-05,0.923,0.736,117.277
"I Want You, but I Don't Need You",Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.201,0.978,0.419,0.128,-10.158,0.000159,0.0595,0.972,182.888
(Introduction to Dear Old House),Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.372,0.774,0.69,0.671,-11.303,0,0.933,0.937,94.658
Map of Tasmania,Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.578,0.844,0.614,0.814,-6.465,0,0.333,0.857,102.841
I Will Follow You into the Dark (For Ashlie Gough),Amanda Palmer,"anti-folk,dark cabaret,piano rock,steampunk",0.101,0.961,0.472,0.251,-13.632,0,0.0537,0.696,174.797
Mellon Collie And The Infinite Sadness - Remastered 2012,The Smashing Pumpkins,"alternative metal,alternative rock,grunge,permanent wave,pop rock,rock,spacegrunge",0.0332,0.957,0.274,0.139,-22.448,0.771,0.0341,0.115,96.934
"Tonight, Tonight - Remastered 2012",The Smashing Pumpkins,"alternative metal,alternative rock,grunge,permanent wave,pop rock,rock,spacegrunge",0.67,6.28e-05,0.277,0.217,-9.381,0.751,0.0376,0.237,148.342
Jellybelly - Remastered 2012,The Smashing Pumpkins,"alternative metal,alternative rock,grunge,permanent wave,pop rock,rock,spacegrunge",0.835,2.2e-06,0.209,0.506,-8.158,0.873,0.0569,0.191,117.003
Zero - Remastered 2012,The Smashing Pumpkins,"alternative metal,alternative rock,grunge,permanent wave,pop rock,rock,spacegrunge",0.728,3.49e-05,0.438,0.701,-7.105,0.57,0.0458,0.0509,128.04
Here Is No Why - Remastered 2012,The Smashing Pumpkins,"alternative metal,alternative rock,grunge,permanent wave,pop rock,rock,spacegrunge",0.654,7.74e-05,0.319,0.602,-7.063,0.895,0.0334,0.136,79.598
Bullet With Butterfly Wings - Remastered 2012,The Smashing Pumpkins,"alternative metal,alternative rock,grunge,permanent wave,pop rock,rock,spacegrunge",0.72,5.59e-05,0.404,0.475,-9.18,0.836,0.0623,0.0466,121.864
To Forgive - Remastered 2012,The Smashing Pumpkins,"alternative metal,alternative rock,grunge,permanent wave,pop rock,rock,spacegrunge",0.314,0.0208,0.579,0.0512,-12.589,0.761,0.0267,0.111,126.746
An Ode To No One - Remastered 2012,The Smashing Pumpkins,"alternative metal,alternative rock,grunge,permanent wave,pop rock,rock,spacegrunge",0.855,0.000143,0.362,0.215,-8.806,0.83,0.0743,0.137,124.359
Love - Remastered 2012,The Smashing Pumpkins,"alternative metal,alternative rock,grunge,permanent wave,pop rock,rock,spacegrunge",0.659,0.000171,0.514,0.257,-10.074,0.824,0.0272,0.11,95.173
Cupid De Locke - Remastered 2012,The Smashing Pumpkins,"alternative metal,alternative rock,grunge,permanent wave,pop rock,rock,spacegrunge",0.677,0.000229,0.4,0.393,-10.971,0.396,0.0336,0.119,183.614
Galapogos - Remastered 2012,The Smashing Pumpkins,"alternative metal,alternative rock,grunge,permanent wave,pop rock,rock,spacegrunge",0.409,0.016,0.362,0.0448,-14.268,0.742,0.0314,0.354,120.56
Muzzle - Remastered 2012,The Smashing Pumpkins,"alternative metal,alternative rock,grunge,permanent wave,pop rock,rock,spacegrunge",0.686,7.37e-06,0.278,0.334,-8.731,0.822,0.034,0.0939,91.852
Porcelina Of The Vast Oceans - Remastered 2012,The Smashing Pumpkins,"alternative metal,alternative rock,grunge,permanent wave,pop rock,rock,spacegrunge",0.442,0.000764,0.268,0.0501,-11.232,0.765,0.0316,0.0722,111.226
Take Me Down - Remastered 2012,The Smashing Pumpkins,"alternative metal,alternative rock,grunge,permanent wave,pop rock,rock,spacegrunge",0.176,0.756,0.443,0.0717,-18.46,0.845,0.0337,0.111,65.907
Where Boys Fear To Tread - Remastered 2012,The Smashing Pumpkins,"alternative metal,alternative rock,grunge,permanent wave,pop rock,rock,spacegrunge",0.76,0.000278,0.478,0.451,-8.875,0.774,0.0525,0.331,113.206
Bodies - Remastered 2012,The Smashing Pumpkins,"alternative metal,alternative rock,grunge,permanent wave,pop rock,rock,spacegrunge",0.918,5.01e-06,0.401,0.378,-8.204,0.881,0.0694,0.365,108.305
Thirty-Three - Remastered 2012,The Smashing Pumpkins,"alternative metal,alternative rock,grunge,permanent wave,pop rock,rock,spacegrunge",0.333,0.000968,0.607,0.0802,-12.717,0.4,0.0324,0.151,126.619
In The Arms Of Sleep - Remastered 2012,The Smashing Pumpkins,"alternative metal,alternative rock,grunge,permanent wave,pop rock,rock,spacegrunge",0.522,0.247,0.244,0.149,-12.076,0.146,0.0385,0.369,183.207
1979 - Remastered 2012,The Smashing Pumpkins,"alternative metal,alternative rock,grunge,permanent wave,pop rock,rock,spacegrunge",0.787,0.0163,0.767,0.964,-9.897,0.583,0.0331,0.0513,126.879
Tales Of A Scorched Earth - Remastered 2012,The Smashing Pumpkins,"alternative metal,alternative rock,grunge,permanent wave,pop rock,rock,spacegrunge",0.801,0.0147,0.231,0.368,-11.485,0.874,0.0695,0.605,127.486
Thru The Eyes Of Ruby - Remastered 2012,The Smashing Pumpkins,"alternative metal,alternative rock,grunge,permanent wave,pop rock,rock,spacegrunge",0.483,9.75e-05,0.26,0.144,-9.977,0.862,0.031,0.0829,140.713
Stumbleine - Remastered 2012,The Smashing Pumpkins,"alternative metal,alternative rock,grunge,permanent wave,pop rock,rock,spacegrunge",0.151,0.844,0.623,0.271,-18.534,0.762,0.0386,0.146,122.208
X.Y.U. - Remastered 2012,The Smashing Pumpkins,"alternative metal,alternative rock,grunge,permanent wave,pop rock,rock,spacegrunge",0.739,0.000127,0.32,0.24,-8.375,0.749,0.0502,0.21,114.053
We Only Come Out At Night - Remastered 2012,The Smashing Pumpkins,"alternative metal,alternative rock,grunge,permanent wave,pop rock,rock,spacegrunge",0.405,0.706,0.636,0.377,-11.819,0.36,0.0259,0.0717,106.768
Beautiful - Remastered 2012,The Smashing Pumpkins,"alternative metal,alternative rock,grunge,permanent wave,pop rock,rock,spacegrunge",0.533,0.000814,0.447,0.387,-10.916,0.504,0.0309,0.0943,157.321
